"Your password needs to be changed.  Please update it and try again.",,"Ο κωδικός πρόσβασής σας πρέπει να αλλάξει. Ενημερώστε τον και δοκιμάστε ξανά.",,"None",,"All",,"Skype for Business for iOS",,""
"We can’t connect you to Skype for Business because the server connection was lost.",,"Δεν είναι δυνατή η σύνδεση στο Skype για επιχειρήσεις, επειδή χάθηκε η σύνδεση διακομιστή.",,"None",,"All",,"Skype for Business for iOS",,""
"The meeting you're trying to join doesn't exist.",,"Η σύσκεψη στην οποία προσπαθείτε να συμμετάσχετε δεν υπάρχει.",,"None",,"All",,"Skype for Business for iOS",,""
"This meeting feature isn't enabled by your organization.",,"Αυτή η δυνατότητα σύσκεψης δεν είναι ενεργοποιημένη για τον οργανισμό σας.",,"None",,"All",,"Skype for Business for iOS",,""
"Unable to reach the server. Please verify your server address or try again later.",,"Δεν είναι δυνατή η επικοινωνία με το διακομιστή. Επαληθεύστε τη διεύθυνση διακομιστή ή δοκιμάστε ξανά αργότερα.",,"None",,"All",,"Skype for Business for iOS",,""
"We can't sign you in because you aren't set up to use Skype for Business. Please contact your support team.",,"Δεν είναι δυνατή η είσοδος επειδή δεν έχει ρυθμιστεί η χρήση του Skype για επιχειρήσεις. Επικοινωνήστε με την ομάδα υποστήριξης.",,"None",,"All",,"Skype for Business for iOS",,""
"Due to an error, others can’t see that you’re muted right now.",,"Εξαιτίας ενός σφάλματος, οι άλλοι δεν μπορούν να δουν ότι είστε σε σίγαση αυτήν τη στιγμή.",,"None",,"All",,"Skype for Business for iOS",,""
"We can’t connect to the network. Please check your connection settings.",,"Δεν ήταν δυνατή η σύνδεση στο δίκτυο. Ελέγξτε τις ρυθμίσεις σύνδεσης.",,"None",,"All",,"Skype for Business for iOS",,""
"This person or meeting doesn't have permissions on your network.",,"Αυτό το άτομο ή σύσκεψη δεν έχει δικαιώματα στο δίκτυό σας.",,"None",,"All",,"Skype for Business for iOS",,""
"You don't have permission to expand this group.",,"Δεν έχετε δικαίωμα επέκτασης αυτής της ομάδας.",,"None",,"All",,"Skype for Business for iOS",,""
"Saving phone number disabled due to the server policy.",,"Η αποθήκευση αριθμού τηλεφώνου απενεργοποιήθηκε λόγω της πολιτικής του διακομιστή.",,"None",,"All",,"Skype for Business for iOS",,""
"We can't sign you in. Please configure your HTTP proxy settings in %@ settings and Skype for Business Options or use 3G to connect.",,""Δεν είναι δυνατή η είσοδος. Στις ρυθμίσεις του %@ και τις \""Επιλογές\"" του Skype για επιχειρήσεις, ρυθμίστε τις παραμέτρους του διακομιστή μεσολάβησης HTTP ή χρησιμοποιήστε 3G για να συνδεθείτε."",,"None",,"All",,"Skype for Business for iOS",,""
"We can't remove this contact right now. Please try again later.",,"Δεν μπορούμε να καταργήσουμε αυτήν την επαφή τώρα. Προσπαθήστε ξανά αργότερα.",,"None",,"All",,"Skype for Business for iOS",,""
"We couldn’t remove the participant.",,"Εμείς δεν ήταν δυνατή η κατάργηση του συμμετέχοντος.",,"None",,"All",,"Skype for Business for iOS",,""
"Recipient chose to respond with an instant message.",,"Ο αποδέκτης επέλεξε να απαντήσει με άμεσο μήνυμα.",,"None",,"All",,"Skype for Business for iOS",,""
"We can't connect to the server. If you're using Wi-Fi, open your browser to see if you have a connection. Otherwise, disable any hot-spot or tethering connections. If the problem persists, contact your network provider.",,"Δεν είναι δυνατή η σύνδεση στο διακομιστή. Αν χρησιμοποιείτε Wi-Fi, ανοίξτε το πρόγραμμα περιήγησης για να δείτε αν υπάρχει σύνδεση. Διαφορετικά, απενεργοποιήστε τυχόν συνδέσεις hotspot ή κοινές συνδέσεις. Αν το πρόβλημα επιμένει, επικοινωνήστε με την εταιρεία παροχής δικτύου.",,"None",,"All",,"Skype for Business for iOS",,""
"Your account does not allow access from outside your organization's network. Please connect to your organization's network and then try signing in.",,"Ο λογαριασμός σας δεν επιτρέπει εξωτερική πρόσβαση στο δίκτυο του οργανισμού σας. Συνδεθείτε στο δίκτυο του οργανισμού σας και, στη συνέχεια, δοκιμάστε να πραγματοποιήσετε είσοδο.",,"None",,"All",,"Skype for Business for iOS",,""
"We didn't find any matches. Try a shorter search.",,"Δεν βρήκαμε κάτι που να συμφωνεί. Δοκιμάστε συντομότερη αναζήτηση.",,"None",,"All",,"Skype for Business for iOS",,""
"We can’t connect to the server right now. Please try again.",,"Δεν είναι δυνατή η σύνδεση στο διακομιστή αυτήν τη στιγμή. Δοκιμάστε ξανά.",,"None",,"All",,"Skype for Business for iOS",,""
"We're trying to do something else for you. Give it a sec and try again.",,"Προσπαθούμε να βρούμε μια εναλλακτική λύση για εσάς. Περιμένετε λίγο και δοκιμάστε ξανά.",,"None",,"All",,"Skype for Business for iOS",,""
"The presentation is too big to see on your device.",,"Η παρουσίαση είναι υπερβολικά μεγάλη για προβολή στη συσκευή σας.",,"None",,"All",,"Skype for Business for iOS",,""
"Presenting is disabled.",,"Η δυνατότητα παρουσίασης είναι απενεργοποιημένη.",,"None",,"All",,"Skype for Business for iOS",,""
"You can't present because of network issues. Please try again later.",,"Δεν μπορείτε να παρουσιάσετε λόγω προβλημάτων δικτύου. Δοκιμάστε ξανά αργότερα.",,"None",,"All",,"Skype for Business for iOS",,""
"Presenting isn't supported with this contact.",,"Δεν υποστηρίζονται παρουσιάσεις με αυτή την επαφή.",,"None",,"All",,"Skype for Business for iOS",,""
"The presentation didn't start because the server is busy. Please try again later.",,"Η παρουσίαση δεν ξεκίνησε επειδή ο διακομιστής είναι απασχολημένος. Δοκιμάστε ξανά αργότερα.",,"None",,"All",,"Skype for Business for iOS",,""
"We can’t verify the certificate from the server. Please contact your support team.",,"Δεν είναι δυνατή η επαλήθευση του πιστοποιητικού από το διακομιστή. Επικοινωνήστε με την ομάδα υποστήριξης.",,"None",,"All",,"Skype for Business for iOS",,""
"Callback has been already started.",,"Η επιστροφή κλήσης έχει ήδη ξεκινήσει.",,"None",,"All",,"Skype for Business for iOS",,""
"Current call could not be put on hold.",,"Η τρέχουσα κλήση δεν ήταν δυνατό να τεθεί σε αναμονή.",,"None",,"All",,"Skype for Business for iOS",,""
"Callback is not supported.",,"Η επιστροφή κλήσης δεν υποστηρίζεται.",,"None",,"All",,"Skype for Business for iOS",,""
"Callback could not be completed. A server error occurred.",,"Δεν ήταν δυνατή η ολοκλήρωση της επιστροφής κλήσης. Παρουσιάστηκε σφάλμα διακομιστή.",,"None",,"All",,"Skype for Business for iOS",,""
"We can’t sync your device’s clock with the server. Please change your time settings or contact your support team.",,"Δεν είναι δυνατός ο συγχρονισμός του ρολογιού της συσκευής σας με το διακομιστή. Αλλάξτε τις ρυθμίσεις ώρας σας ή επικοινωνήστε με την ομάδα υποστήριξης.",,"None",,"All",,"Skype for Business for iOS",,""
"We can't sign you in. Looks like you are already signed in on too many devices.",,"Δεν είναι δυνατή η είσοδός σας. Φαίνεται ότι έχετε ήδη εισέλθει από πολλές συσκευές.",,"None",,"All",,"Skype for Business for iOS",,""
"We can’t sign you in. Looks like you’re already signed in on too many devices.",,"Δεν είναι δυνατή η είσοδος. Φαίνεται ότι είστε ήδη συνδεδεμένοι με πάρα πολλές συσκευές.",,"None",,"All",,"Skype for Business for iOS",,""
"Please check the number and try again.",,"Ελέγξτε τον αριθμό και δοκιμάστε ξανά.",,"None",,"All",,"Skype for Business for iOS",,""
"Call via Work isn’t available.",,""Η ""Κλήση από το γραφείο"" δεν είναι διαθέσιμη."",,"None",,"All",,"Skype for Business for iOS",,""
