"Voice mail from %1$@, duration %2$@, from today at %3$@",,"Voicemail von %1$@, Dauer: %2$@, von heute um %3$@",,"None",,"All",,"Skype for Business for iOS",,""
"your voice mail",,"Ihre Voicemail",,"None",,"All",,"Skype for Business for iOS",,""
"Can’t reach server, retrying...",,"Der Server kann nicht erreicht werden, Vorgang wird wiederholt...",,"None",,"All",,"Skype for Business for iOS",,""
"Welcome.",,"Willkommen.",,"None",,"All",,"Skype for Business for iOS",,""
"What’s happening today?",,"Notiz eingeben",,"None",,"All",,"Skype for Business for iOS",,""
"Meeting Content",,"Besprechungsinhalt",,"None",,"All",,"Skype for Business for iOS",,""
"From now on, use my data plan when Wi-Fi isn't available. (Charges may apply.)",,"Ab jetzt meinen Datentarif verwenden, wenn kein WLAN verfügbar ist (es können Gebühren anfallen)",,"None",,"All",,"Skype for Business for iOS",,""
"From now on, use my data plan for meeting content when Wi-Fi isn't available. (Charges may apply.)",,"Ab jetzt meinen Datentarif für Besprechungsinhalt verwenden, wenn kein WLAN verfügbar ist (es können Gebühren anfallen)",,"None",,"All",,"Skype for Business for iOS",,""
"From now on, use my data plan for video calls when Wi-Fi isn't available (Charges may apply.)",,"Ab jetzt meinen Datentarif für Videoanrufe verwenden, wenn kein WLAN verfügbar ist (es können Gebühren anfallen)",,"None",,"All",,"Skype for Business for iOS",,""
"When There's No Wi-Fi",,"Wenn kein WLAN verfügbar ist",,"None",,"All",,"Skype for Business for iOS",,""
"Do you want to use your data plan to see it?",,"Möchten Sie Ihren Datentarif für die Anzeige verwenden?",,"None",,"All",,"Skype for Business for iOS",,""
"Data charges may apply.",,"Es fallen ggf. Datengebühren an.",,"None",,"All",,"Skype for Business for iOS",,""
"Your settings require Wi-Fi to see video or presented content.",,"Für die Anzeige der Videoübertragung oder der präsentierten Inhalte muss in den Einstellungen WLAN aktiviert sein.",,"None",,"All",,"Skype for Business for iOS",,""
"When off, you can get calls over your data connection (possible charges and lower quality).",,"Bei deaktiviertem WLAN können Sie Anrufe über Ihre Datenverbindung empfangen (bei evtl. Kosten und schlechterer Qualität).",,"None",,"All",,"Skype for Business for iOS",,""
"When off, you can get calls and meeting content over your data connection (possible charges and lower quality).",,"Bei deaktiviertem WLAN können Sie Anrufe und Besprechungsinhalte über Ihre Datenverbindung empfangen (bei evtl. Kosten und schlechterer Qualität).",,"None",,"All",,"Skype for Business for iOS",,""
"To make voice calls, you'll need to change your settings.",,"Um Sprachanrufe zu tätigen, müssen Sie Ihre Einstellungen ändern.",,"None",,"All",,"Skype for Business for iOS",,""
"To join meetings, you'll need to change your settings.",,"Um an Besprechungen teilzunehmen, müssen Sie Ihre Einstellungen ändern.",,"None",,"All",,"Skype for Business for iOS",,""
"Wi-Fi Calling Only",,"Nur WLAN-Anrufe",,"None",,"All",,"Skype for Business for iOS",,""
"To make video calls, you'll need to change your settings.",,"Um Videoanrufe zu tätigen, müssen Sie Ihre Einstellungen ändern.",,"None",,"All",,"Skype for Business for iOS",,""
"Will ring %@",,"%@ wird angerufen.",,"None",,"All",,"Skype for Business for iOS",,""
"Work",,"Arbeit",,"None",,"All",,"Skype for Business for iOS",,""
"Would you like to send a report so we can fix the problem?",,"Möchten Sie einen Bericht senden, damit das Problem behoben werden kann?",,"None",,"All",,"Skype for Business for iOS",,""
"You currently have no contacts",,"Sie haben derzeit keine Kontakte.",,"None",,"All",,"Skype for Business for iOS",,""
"You don't have any voice mails.",,"Sie haben keine Voicemails.",,"None",,"All",,"Skype for Business for iOS",,""
"Accessibility",,"Barrierefreiheit",,"None",,"All",,"Skype for Business for iOS",,""
"add call",,"Anruf hinzufügen",,"None",,"All",,"Skype for Business for iOS",,""
"All rights reserved.",,"Alle Rechte vorbehalten.",,"None",,"All",,"Skype for Business for iOS",,""
"We couldn't send your message:",,"Die Nachricht konnte nicht gesendet werden:",,"None",,"All",,"Skype for Business for iOS",,""
"Customer Experience Improvement Program",,"Programm zur Verbesserung der Benutzerfreundlichkeit",,"None",,"All",,"Skype for Business for iOS",,""
"DH encryption",,"DH-Verschlüsselung",,"None",,"All",,"Skype for Business for iOS",,""
"DSA encryption",,"DSA-Verschlüsselung",,"None",,"All",,"Skype for Business for iOS",,""
"Don't show me this again.",,"Diese Meldung nicht mehr anzeigen",,"None",,"All",,"Skype for Business for iOS",,""
"EC encryption",,"EC-Verschlüsselung",,"None",,"All",,"Skype for Business for iOS",,""
"Expires:",,"Läuft ab am:",,"None",,"All",,"Skype for Business for iOS",,""
"HMAC encryption",,"HMAC-Verschlüsselung",,"None",,"All",,"Skype for Business for iOS",,""
"Issued By:",,"Ausgestellt von:",,"None",,"All",,"Skype for Business for iOS",,""
"No encryption",,"Keine Verschlüsselung",,"None",,"All",,"Skype for Business for iOS",,""
"RSA encryption",,"RSA-Verschlüsselung",,"None",,"All",,"Skype for Business for iOS",,""
"Signature Algorithm:",,"Signaturalgorithmus:",,"None",,"All",,"Skype for Business for iOS",,""
"Subject:",,"Antragsteller:",,"None",,"All",,"Skype for Business for iOS",,""
"Skype for Business is attempting to redirect you to:",,"Skype for Business versucht, Sie umzuleiten zu:",,"None",,"All",,"Skype for Business for iOS",,""
"%@ 2016 Microsoft Corporation.",,"%@ 2016 Microsoft Corporation.",,"None",,"All",,"Skype for Business for iOS",,""
"My Credentials",,"Meine Anmeldeinfos",,"None",,"All",,"Skype for Business for iOS",,""
"exchange.example.com",,"exchange.example.com",,"None",,"All",,"Skype for Business for iOS",,""
"hold",,"halten",,"None",,"All",,"Skype for Business for iOS",,""
"Phone Number",,"Rufnummer",,"None",,"All",,"Skype for Business for iOS",,""
"%d day",,"%d Tag",,"None",,"All",,"Skype for Business for iOS",,""
"%d days",,"%d Tage",,"None",,"All",,"Skype for Business for iOS",,""
"%d hour",,"%d Stunde",,"None",,"All",,"Skype for Business for iOS",,""
"%d hours",,"%d Stunden",,"None",,"All",,"Skype for Business for iOS",,""
"%d minutes",,"%d Minuten",,"None",,"All",,"Skype for Business for iOS",,""
"Help us improve Skype for Business",,"Helfen Sie, Skype for Business zu verbessern",,"None",,"All",,"Skype for Business for iOS",,""
"Inactive %d day",,"Inaktiv für %d Tag",,"None",,"All",,"Skype for Business for iOS",,""
"Inactive %d days",,"Inaktiv für %d Tage",,"None",,"All",,"Skype for Business for iOS",,""
"Inactive %d hour",,"Inaktiv für %d Stunde",,"None",,"All",,"Skype for Business for iOS",,""
"Inactive %d hours",,"Inaktiv für %d Stunden",,"None",,"All",,"Skype for Business for iOS",,""
"Inactive %d minutes",,"Inaktiv für %d Minuten",,"None",,"All",,"Skype for Business for iOS",,""
"%@ is recording",,"%@ zeichnet auf.",,"None",,"All",,"Skype for Business for iOS",,""
"keypad",,"Wähltastatur",,"None",,"All",,"Skype for Business for iOS",,""
"More Details",,"Weitere Details",,"None",,"All",,"Skype for Business for iOS",,""
"mute",,"stumm",,"None",,"All",,"Skype for Business for iOS",,""
"Help",,"Hilfe",,"None",,"All",,"Skype for Business for iOS",,""
"other",,"Andere",,"None",,"All",,"Skype for Business for iOS",,""
"share",,"Freigeben",,"None",,"All",,"Skype for Business for iOS",,""
"Sign-in help",,"Hilfe bei der Anmeldung",,"None",,"All",,"Skype for Business for iOS",,""
"The username that you entered does not appear to be a Skype for Business account. Enter your corporate email address and try again or download ",,"Der eingegebene Benutzername ist kein Skype for Business-Konto. Geben Sie Ihre geschäftliche E-Mail-Adresse ein und versuchen Sie es erneut, oder laden Sie Folgendes herunter: ",,"None",,"All",,"Skype for Business for iOS",,""
"to connect you to...\n%@",,"verbindet Sie mit...\n%@",,"None",,"All",,"Skype for Business for iOS",,""
"unknown",,"Unbekannt",,"None",,"All",,"Skype for Business for iOS",,""
"Version: %@",,"Version: %@",,"None",,"All",,"Skype for Business for iOS",,""
"Calls and Meetings",,"Anrufe und Besprechungen",,"None",,"All",,"Skype for Business for iOS",,""
"Why we need your phone number",,"Warum wir Ihre Telefonnummer benötigen",,"None",,"All",,"Skype for Business for iOS",,""
"Long meeting notes containing %lu actionable items",,"Lange Besprechungsnotizen mit %lu zu besprechenden Themen",,"None",,"All",,"Skype for Business for iOS",,""
"Double tap to select.",,"Zum Auswählen doppeltippen.",,"None",,"All",,"Skype for Business for iOS",,""
"Double tap to toggle setting.",,"Doppeltippen Sie, um die Einstellung umzuschalten.",,"None",,"All",,"Skype for Business for iOS",,""
"Address Book",,"Adressbuch",,"None",,"All",,"Skype for Business for iOS",,""
"Exit Meeting",,"Besprechung verlassen",,"None",,"All",,"Skype for Business for iOS",,""
"Once you exit this meeting, you will not have access to the chat history",,"Sobald Sie diese Besprechung verlassen, haben Sie keinen Zugriff mehr auf den Chatverlauf",,"None",,"All",,"Skype for Business for iOS",,""
"Contacts View",,"Kontaktansicht",,"None",,"All",,"Skype for Business for iOS",,""
"Speech was not natural or sounded distorted",,"Die Sprache klang unnatürlich oder verzerrt",,"None",,"All",,"Skype for Business for iOS",,""
"I heard echo in the call",,"Ich hörte ein Echo beim Anruf",,"None",,"All",,"Skype for Business for iOS",,""
"We kept interrupting each other",,"Wir haben uns gegenseitig immer wieder unterbrochen",,"None",,"All",,"Skype for Business for iOS",,""
"Volume was low",,"Der Ton war sehr leise",,"None",,"All",,"Skype for Business for iOS",,""
"I could not hear any sound",,"Ich konnte keinen Ton hören",,"None",,"All",,"Skype for Business for iOS",,""
"I heard noise in the call",,"Ich hörte Rauschen beim Anruf",,"None",,"All",,"Skype for Business for iOS",,""
"Other, please specify",,"Sonstiges, bitte angeben",,"None",,"All",,"Skype for Business for iOS",,""
"The other side could not hear any sound",,"Die andere Seite konnte keinen Ton hören",,"None",,"All",,"Skype for Business for iOS",,""
"The call ended unexpectedly",,"Der Anruf wurde unerwartet beendet",,"None",,"All",,"Skype for Business for iOS",,""
"Rate us",,"Bewerten Sie uns",,"None",,"All",,"Skype for Business for iOS",,""
"If you enjoy using Skype for Business, would you mind taking a moment to rate it?",,"Wenn Sie mit Skype for Business zufrieden sind, würden Sie sich bitte einen Moment Zeit nehmen, um es zu bewerten?",,"None",,"All",,"Skype for Business for iOS",,""
"Rating is closed.",,"Bewertung ist geschlossen.",,"None",,"All",,"Skype for Business for iOS",,""
"Help us improve Skype for Business - tell us about the issues you experienced.",,"Helfen Sie uns, Skype for Business zu verbessern - teilen Sie uns mit, welche Probleme aufgetreten sind.",,"None",,"All",,"Skype for Business for iOS",,""
"No audio, echo, noise...",,"Kein Audio, Echo, Rauschen...",,"None",,"All",,"Skype for Business for iOS",,""
"No video, poor quality, video stopped...",,"Kein Video, schlechte Qualität, Video angehalten...",,"None",,"All",,"Skype for Business for iOS",,""
"Call Feedback",,"Feedback zum Anruf",,"None",,"All",,"Skype for Business for iOS",,""
"Five-star rating.",,"5-Sterne-Bewertung.",,"None",,"All",,"Skype for Business for iOS",,""
"Four-star rating.",,"4-Sterne-Bewertung.",,"None",,"All",,"Skype for Business for iOS",,""
"One-star rating.",,"1-Stern-Bewertung.",,"None",,"All",,"Skype for Business for iOS",,""
"Three-star rating.",,"3-Sterne-Bewertung.",,"None",,"All",,"Skype for Business for iOS",,""
"Two-star rating.",,"2-Sterne-Bewertung.",,"None",,"All",,"Skype for Business for iOS",,""
"How would you rate the quality of this call?",,"Wie bewerten Sie die Qualität dieses Anrufs?",,"None",,"All",,"Skype for Business for iOS",,""
"No rating selected.",,"Keine Bewertung ausgewählt.",,"None",,"All",,"Skype for Business for iOS",,""
"Thanks for your feedback!",,"Vielen Dank für Ihr Feedback!",,"None",,"All",,"Skype for Business for iOS",,""
"Video was ahead or behind audio",,"Video lief vor oder hinter dem Audio versetzt",,"None",,"All",,"Skype for Business for iOS",,""
"The other side was too dark",,"Die andere Seite war zu dunkel",,"None",,"All",,"Skype for Business for iOS",,""
"Video kept freezing",,"Das Video blieb ständig hängen",,"None",,"All",,"Skype for Business for iOS",,""
"I could not see any video",,"Ich konnte kein Video sehen",,"None",,"All",,"Skype for Business for iOS",,""
"The other side could not see my video",,"Die andere Seite konnte mein Video nicht sehen",,"None",,"All",,"Skype for Business for iOS",,""
"Image quality was poor",,"Die Bildqualität war schlecht",,"None",,"All",,"Skype for Business for iOS",,""
"Video stopped unexpectedly",,"Das Video wurde unerwartet beendet",,"None",,"All",,"Skype for Business for iOS",,""
"You can sign in to your Exchange account later from your Meetings page or we can remind you next time you launch the app",,"Sie können sich später über Ihre Besprechungsseite bei Ihrem Exchange-Konto anmelden, oder Sie können beim nächsten Starten der App eine Erinnerung erhalten.",,"None",,"All",,"Skype for Business for iOS",,""
"Exchange sign in",,"Exchange-Anmeldung",,"None",,"All",,"Skype for Business for iOS",,""
"Don't show again",,"Nicht erneut anzeigen",,"None",,"All",,"Skype for Business for iOS",,""
"Remind me",,"Erinnern",,"None",,"All",,"Skype for Business for iOS",,""
"Sign in to your Exchange account to see your upcoming meetings",,"Melden Sie sich bei Exchange an, um anstehende Besprechungen anzuzeigen",,"None",,"All",,"Skype for Business for iOS",,""
"Sign in to Exchange",,"Bei Exchange anmelden",,"None",,"All",,"Skype for Business for iOS",,""
"Incoming Call",,"Eingehender Anruf",,"None",,"All",,"Skype for Business for iOS",,""
"Meetings View",,"Besprechungsansicht",,"None",,"All",,"Skype for Business for iOS",,""
"More",,"Mehr",,"None",,"All",,"Skype for Business for iOS",,""
"Submit",,"Senden",,"None",,"All",,"Skype for Business for iOS",,""
"Delete chat",,"Chat löschen",,"None",,"All",,"Skype for Business for iOS",,""
"Are you sure you want to delete these chats?",,"Möchten Sie diese Chats löschen?",,"None",,"All",,"Skype for Business for iOS",,""
"Are you sure you want to delete this chat?",,"Möchten Sie diesen Chat löschen?",,"None",,"All",,"Skype for Business for iOS",,""
"Please select at least one conversation to perform the action.",,"Wählen Sie mindestens eine Unterhaltung aus, um die Aktion auszuführen.",,"None",,"All",,"Skype for Business for iOS",,""
"Deselect all",,"Auswahl für alle aufheben",,"None",,"All",,"Skype for Business for iOS",,""
"Mark as read",,"Als gelesen markieren",,"None",,"All",,"Skype for Business for iOS",,""
"Select all",,"Alle auswählen",,"None",,"All",,"Skype for Business for iOS",,""
"Deselected",,"Deaktiviert",,"None",,"All",,"Skype for Business for iOS",,""
"Selected",,"Aktiviert",,"None",,"All",,"Skype for Business for iOS",,""
"Open Calendar",,"Kalender öffnen",,"None",,"All",,"Skype for Business for iOS",,""
"Invitees",,"Eingeladene Personen",,"None",,"All",,"Skype for Business for iOS",,""
"Join as Guest",,"Als Gast teilnehmen",,"None",,"All",,"Skype for Business for iOS",,""
"Leave meeting",,"Besprechung verlassen",,"None",,"All",,"Skype for Business for iOS",,""
"Notes",,"Notizen",,"None",,"All",,"Skype for Business for iOS",,""
"Open Outlook",,"Outlook öffnen",,"None",,"All",,"Skype for Business for iOS",,""
"Share Invite",,"Einladung teilen",,"None",,"All",,"Skype for Business for iOS",,""
""Click to join ""%@"" using Skype for Business:"",,"Klicken Sie hier, um mit Skype for Business an „%@“ teilzunehmen:",,"None",,"All",,"Skype for Business for iOS",,""
"Set your personal note",,"Persönliche Notiz einstellen",,"None",,"All",,"Skype for Business for iOS",,""
"New voice mail messages: %@",,"Neue Voicemailnachrichten: %@",,"None",,"All",,"Skype for Business for iOS",,""
"Missed conversation with %@",,"Verpasste Unterhaltung mit %@",,"None",,"All",,"Skype for Business for iOS",,""
"Open",,"Öffnen",,"None",,"All",,"Skype for Business for iOS",,""
"On this call",,"In diesem Anruf",,"None",,"All",,"Skype for Business for iOS",,""
"Waiting in Lobby",,"Warten in der Lobby",,"None",,"All",,"Skype for Business for iOS",,""
"%@ has turned on video.",,"%@ hat Video aktiviert.",,"None",,"All",,"Skype for Business for iOS",,""
"%@ is inviting you to a conversation",,"%@ lädt Sie zu einer Unterhaltung ein",,"None",,"All",,"Skype for Business for iOS",,""
"%@ has begun screen sharing",,"%@ hat die Bildschirmübertragung begonnen",,"None",,"All",,"Skype for Business for iOS",,""
"%@ left a new voice mail.",,"%@ hat eine neue Voicemail hinterlassen.",,"None",,"All",,"Skype for Business for iOS",,""
"You have a new voice mail.",,"Sie haben eine neue Voicemail.",,"None",,"All",,"Skype for Business for iOS",,""
"Reply",,"Antworten",,"None",,"All",,"Skype for Business for iOS",,""
"Add to Reading List",,"Zur Leseliste hinzufügen",,"None",,"All",,"Skype for Business for iOS",,""
"You have been signed out due to inactivity.",,"Sie wurden aufgrund von Inaktivität abgemeldet.",,"None",,"All",,"Skype for Business for iOS",,""
"Switch Video",,"Video wechseln",,"None",,"All",,"Skype for Business for iOS",,""
"Connecting...",,"Verbindung wird hergestellt...",,"None",,"All",,"Skype for Business for iOS",,""
"0 days",,"0 Tage",,"None",,"All",,"Skype for Business for iOS",,""
"0 hours",,"0 Stunden",,"None",,"All",,"Skype for Business for iOS",,""
"%d minute",,"%d Minute",,"None",,"All",,"Skype for Business for iOS",,""
"0 minutes",,"0 Minuten",,"None",,"All",,"Skype for Business for iOS",,""
"%d search results found",,"%d Suchergebnisse gefunden",,"None",,"All",,"Skype for Business for iOS",,""
"%d search result found",,"%d Suchergebnis gefunden",,"None",,"All",,"Skype for Business for iOS",,""
"No search results found",,"Keine Suchergebnisse gefunden",,"None",,"All",,"Skype for Business for iOS",,""
"%d seconds",,"%d Sekunden",,"None",,"All",,"Skype for Business for iOS",,""
"%d second",,"%d Sekunde",,"None",,"All",,"Skype for Business for iOS",,""
"0 seconds",,"0 Sekunden",,"None",,"All",,"Skype for Business for iOS",,""
"You have joined the meeting without audio or video, but you can see IMs and shared content.",,"Sie sind dieser Besprechung ohne Audio oder Video beigetreten, können aber Chatnachrichten und geteilte Inhalte anzeigen.",,"None",,"All",,"Skype for Business for iOS",,""
"Laugh",,"Lachen",,"None",,"All",,"Skype for Business for iOS",,""
"Nerd",,"Schlauberger",,"None",,"All",,"Skype for Business for iOS",,""
"Sunshine",,"Sonnenschein",,"None",,"All",,"Skype for Business for iOS",,""
"Don't join audio",,"Keine Audioteilnahme",,"None",,"All",,"Skype for Business for iOS",,""
"App Sharing",,"Teilen von Apps",,"None",,"All",,"Skype for Business for iOS",,""
"Data Collab",,"Datenzusammenarbeit",,"None",,"All",,"Skype for Business for iOS",,""
"Voice/Phone",,"Sprache/Telefon",,"None",,"All",,"Skype for Business for iOS",,""
"%#@days@",,"%#@days@",,"None",,"All",,"Skype for Business for iOS",,""
"%#@hours@",,"%#@hours@",,"None",,"All",,"Skype for Business for iOS",,""
"%#@minutes@",,"%#@minutes@",,"None",,"All",,"Skype for Business for iOS",,""
"%#@results@",,"%#@results@",,"None",,"All",,"Skype for Business for iOS",,""
"%#@seconds@",,"%#@seconds@",,"None",,"All",,"Skype for Business for iOS",,""
"Meeting content and chat only",,"Nur Besprechungsinhalt und Chat",,"None",,"All",,"Skype for Business for iOS",,""
"(If you don't want sound or are listening on another device)",,"(Wenn Sie kein Audio wünschen oder an einem anderen Gerät mithören)",,"None",,"All",,"Skype for Business for iOS",,""
